president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joseph R. Biden Jr.,All polls,2/26/2021,2/11/2021,2/14/2021,Quinnipiac University,B+,1056,a,1.4464966,.47500006,50,38,51.838542,38.013518,"","",https://poll.qu.edu/national/release-detail?ReleaseID=3692,74387,139830,2/17/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/11/2021,2/15/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.22785463,.05962322,53,44,55.593363,37.553693,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74381,139772,2/16/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/12/2021,2/14/2021,Morning Consult,B/C,15000,a,.08761898,.02313403,54,34,53.807534,36.806812,"",T,https://morningconsult.com/form/global-leader-approval/,74393,139836,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/12/2021,2/15/2021,Morning Consult,B/C,2200,a,.03881544,.01122525,56,34,55.807534,36.806812,"","",https://assets.morningconsult.com/wp-uploads/2021/02/24152659/210264_crosstabs_MC_TECH_SPACE_Adults_v1_AUTO.pdf,74415,139933,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/12/2021,2/15/2021,Morning Consult,B/C,1987,rv,.0350574,.01013844,56,38,55.807534,40.806812,"","",https://www.politico.com/f/?id=00000177-abaf-d644-a377-efbf5b3e0000,74384,139795,2/17/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/12/2021,2/15/2021,HarrisX,C,2835,rv,.96153827,.32550763,59,41,55.913106,39.45981,"","",https://thehill.com/hilltv/what-americas-thinking/539464-what-americas-thinking-february-19-2021,74398,139853,2/19/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/13/2021,2/15/2021,Morning Consult,B/C,15000,a,.0882169,.02551192,54,34,53.807534,36.806812,"",T,https://morningconsult.com/form/global-leader-approval/,74394,139837,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/14/2021,2/16/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1263498,.04499329,50,47,52.593363,40.553693,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74385,139810,2/17/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/13/2021,2/16/2021,YouGov,B,1500,a,.59234497,.21706553,54,37,55.600765,37.489397,"","",https://docs.cdn.yougov.com/3at75tb28w/econTabReport.pdf,74386,139811,2/17/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/14/2021,2/15/2021,Morning Consult,B/C,1984,rv,.03565925,.01268273,62,33,61.807534,35.806812,"","",https://www.politico.com/f/?id=00000177-a857-d644-a377-eedf501c0000,74380,139771,2/16/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/14/2021,2/16/2021,Morning Consult,B/C,15000,a,.08986706,.03196253,54,34,53.807534,36.806812,"",T,https://morningconsult.com/form/global-leader-approval/,74395,139838,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/12/2021,2/18/2021,Echelon Insights,"",1005,rv,.80068767,.33512729,51,42,51.333417,41.258031,"","",https://echeloninsights.com/in-the-news/february-omnibus-political-update/,74400,139859,2/22/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/15/2021,2/17/2021,Morning Consult,B/C,15000,a,.09235039,.03886122,54,35,53.807534,37.806812,"",T,https://morningconsult.com/form/global-leader-approval/,74417,139936,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/15/2021,2/17/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12728909,.05385515,50,48,52.593363,41.553693,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74388,139831,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/16/2021,2/18/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12919941,.06313276,49,49,51.593363,42.553693,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74397,139840,2/19/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/16/2021,2/18/2021,Morning Consult,B/C,15000,a,.09541178,.04630189,54,35,53.807534,37.806812,"",T,https://morningconsult.com/form/global-leader-approval/,74418,139937,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/17/2021,2/19/2021,Morning Consult,B/C,15000,a,.09907391,.05445165,54,35,53.807534,37.806812,"",T,https://morningconsult.com/form/global-leader-approval/,74419,139938,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/17/2021,2/18/2021,Ipsos,B-,1005,a,.69689108,.39586633,56,36,54.877411,36.907959,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-02/2021_reuters_tracking_-_core_political_presidential_approval_tracker_02_18_2021.pdf,74396,139839,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/18/2021,2/20/2021,Morning Consult,B/C,15000,a,.10354025,.06352168,54,35,53.807534,37.806812,"",T,https://morningconsult.com/form/global-leader-approval/,74420,139939,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/18/2021,2/20/2021,RMG Research,B/C,1200,rv,.59901046,.37475732,56,37,54.165768,37.997386,"","",https://scottrasmussen.com/biden-job-approval-rating-at-56/,74410,139907,2/24/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/17/2021,2/21/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.08035432,.04973713,50,49,52.593363,42.553693,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74399,139854,2/22/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/17/2021,2/20/2021,American Research Group,B,1100,a,1.4016035,.92285442,58,34,56.818973,35.255684,"","",https://americanresearchgroup.com/economy/,74401,139856,2/22/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/18/2021,2/22/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.24607294,.1682105,50,48,52.593363,41.553693,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74403,139864,2/23/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/19/2021,2/21/2021,Morning Consult,B/C,15000,a,.10909768,.07388026,54,35,53.807534,37.806812,"",T,https://morningconsult.com/form/global-leader-approval/,74421,139940,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/19/2021,2/22/2021,YouGov,B,1500,a,.66544103,.49930048,51,36,52.600765,36.489397,"","",https://docs.cdn.yougov.com/imdk8zumh5/econTabReport.pdf,74406,139868,2/23/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/20/2021,2/22/2021,Morning Consult,B/C,15000,a,.11595281,.08589374,54,35,53.807534,37.806812,"",T,https://morningconsult.com/form/global-leader-approval/,74422,139941,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/20/2021,2/22/2021,YouGov,B,1556,a,.69028416,.51794103,50,38,51.600765,38.489397,"","",https://docs.cdn.yougov.com/b7tjs9k8au/20210222_yahoo_vaccine_tabs.pdf,74412,139909,2/24/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/19/2021,2/22/2021,Morning Consult,B/C,2013,rv,.0466826,.03458082,58,36,57.807534,38.806812,"","",https://assets.morningconsult.com/wp-uploads/2021/02/24092632/2102103_crosstabs_POLITICO_RVs_v1_AUTO.pdf,74413,139910,2/24/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/21/2021,2/23/2021,Morning Consult,B/C,15000,a,.37511241,.30164766,54,35,53.807534,37.806812,"",T,https://morningconsult.com/form/global-leader-approval/,74423,139942,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/21/2021,2/23/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.14607866,.11839752,49,49,51.593363,42.553693,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74409,139906,2/24/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/22/2021,2/24/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.15252845,.13323575,50,48,52.593363,41.553693,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74416,139935,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/23/2021,2/24/2021,HarrisX,C,949,rv,.54665979,.51080236,59,41,55.913106,39.45981,"","",https://thehill.com/hilltv/what-americas-thinking/540569-what-americas-thinking-february-25-2021,74424,139943,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/23/2021,2/25/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.48249681,.4518647,49,49,51.593363,42.553693,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74426,139951,2/26/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,All polls,2/26/2021,2/24/2021,2/25/2021,Ipsos,B-,1004,a,.80408033,.80408033,57,37,55.877411,37.907959,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-02/2021_reuters_tracking_-_core_political_presidential_approval_tracker_02_25_2021.pdf,74425,139944,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/19/2021,1/21/2021,Morning Consult,B/C,15000,a,.16070581,0,50,28,49.68393,29.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74272,139491,1/28/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/20/2021,1/21/2021,YouGov,B,1516,a,.8626765,0,45,28,46.332552,27.69775,"","",https://docs.cdn.yougov.com/u3h9dresbn/20210120_yahoo_coronavirus_toplines.pdf,74327,139570,2/2/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/20/2021,1/21/2021,Ipsos,B-,1115,a,1.0166161,0,55,32,53.667406,32.114095,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-01/2021_reuters_tracking_-_core_political_presidential_approval_tracker_01_22_2021.pdf,74248,139404,1/22/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/20/2021,1/22/2021,Morning Consult,B/C,15000,a,.14444257,0,51,28,50.68393,29.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74273,139492,1/28/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/21/2021,1/23/2021,Morning Consult,B/C,15000,a,.13229283,0,52,29,51.68393,30.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74274,139493,1/28/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/22/2021,1/24/2021,Morning Consult,B/C,15000,a,.12280283,0,53,29,52.68393,30.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74257,139494,1/28/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/21/2021,1/24/2021,Monmouth University,A+,809,a,1.8108364,0,54,30,53.360351,30.334446,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_012721.pdf/,74263,139456,1/27/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/22/2021,1/25/2021,Morning Consult,B/C,2200,a,.05074085,0,56,32,55.68393,33.768636,"","",https://assets.morningconsult.com/wp-uploads/2021/02/12185419/210184_crosstabs_MC_ENERGY_Adults_v1-1.pdf,74376,139763,2/15/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/23/2021,1/25/2021,Morning Consult,B/C,15000,a,.11532011,0,53,30,52.68393,31.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74275,139495,1/28/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/24/2021,1/26/2021,YouGov,B,1500,a,.73027685,0,51,33,52.332552,32.69775,"","",https://docs.cdn.yougov.com/ld46rgtdlz/econTabReport.pdf,74262,139434,1/27/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/24/2021,1/26/2021,Morning Consult,B/C,15000,a,.10980214,0,53,30,52.68393,31.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74276,139496,1/28/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/25/2021,1/27/2021,Morning Consult,B/C,15000,a,.105362,.00077363,54,31,53.68393,32.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74277,139497,1/28/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/25/2021,1/26/2021,Morning Consult,B/C,2200,a,.04635928,.0003404,58,32,57.68393,33.768636,"","",https://assets.morningconsult.com/wp-uploads/2021/02/04174538/210179_crosstabs_MC_SPORTS_PRESUPER_BOWL_Adults_v3.pdf,74346,139653,2/5/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/24/2021,1/27/2021,Marist College,A+,1313,a,2.4548313,.02639604,49,35,50.154067,34.405645,"","",http://maristpoll.marist.edu/wp-content/uploads/2021/02/Marist-Poll_USA-NOS-and-Tables_202101281213-1.pdf#page=3,74320,139558,2/1/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/21/2021,2/2/2021,Gallup,B,906,a,1.151954,.02243323,57,37,56.002389,35.813764,"","",https://news.gallup.com/poll/329348/biden-begins-term-job-approval.aspx,74344,139651,2/4/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/26/2021,1/28/2021,Morning Consult,B/C,9211.5,a,.06279002,.00092171,55,31.5,54.68393,33.268636,*,T,https://int.nyt.com/data/documenttools/ben-smith-poll/967c3e3a09403867/full.pdf,74292,139518,2/1/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/27/2021,1/29/2021,Morning Consult,B/C,15000,a,.0994573,.00218952,54,32,53.68393,33.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74339,139644,2/4/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/27/2021,1/29/2021,IBD/TIPP,A/B,1261,a,2.1061854,.06794146,53,29,52.96513,30.680553,"","",https://www.investors.com/politics/joe-biden-job-approval-enjoys-honeymoon-vs-donald-trump-ibd-tipp-poll/,74321,139560,2/1/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/27/2021,1/28/2021,Morning Consult,B/C,2200,a,.04376121,.00096339,56,33,55.68393,34.768636,"","",https://assets.morningconsult.com/wp-uploads/2021/02/12185159/210193_crosstabs_MC_ENERGY_Adults_v2.pdf,74378,139765,2/15/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/28/2021,1/30/2021,Morning Consult,B/C,6466.67,a,.042132,.0012296,55.333333,33,55.017263,34.768636,*,T,https://assets.morningconsult.com/wp-uploads/2021/02/01222231/2101102_crosstabs_MC_TECH_QANON_Adults_v1.pdf,74323,139563,2/2/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/28/2021,2/1/2021,AP-NORC,"",1055,a,1.4512304,.07802314,61,38,58.556689,37.147821,"","",https://apnorc.org/wp-content/uploads/2021/02/Biden-topline.pdf,74336,139629,2/4/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/29/2021,1/31/2021,Morning Consult,B/C,15000,a,.09604162,.00348886,54,33,53.68393,34.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74340,139646,2/4/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/28/2021,2/1/2021,Quinnipiac University,B+,1075,a,1.4663746,.07269201,49,36,50.703222,35.650968,"","",https://poll.qu.edu/national/release-detail?ReleaseID=3688,74334,139617,2/3/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/30/2021,2/1/2021,Morning Consult,B/C,15000,a,.09490693,.00410931,54,33,53.68393,34.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74331,139647,2/4/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/29/2021,2/1/2021,Morning Consult,B/C,2200,a,.04175905,.0018081,57,33,56.68393,34.768636,"","",https://assets.morningconsult.com/wp-uploads/2021/02/03174029/2101105_crosstabs_MC_FINANCE_Adults_v1.pdf,74375,139762,2/15/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/31/2021,2/2/2021,YouGov,B,1500,a,.61275979,.03244015,46,38,47.332552,37.69775,"","",https://docs.cdn.yougov.com/460mactkmh/econTabReport.pdf,74332,139593,2/3/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,1/31/2021,2/2/2021,Morning Consult,B/C,15000,a,.0943373,.00472426,54,33,53.68393,34.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74341,139648,2/4/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/1/2021,2/3/2021,Morning Consult,B/C,15000,a,.09379328,.0053347,54,33,53.68393,34.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74366,139733,2/11/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/2/2021,2/4/2021,Morning Consult,B/C,15000,a,.09345071,.00594531,54,34,53.68393,35.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74367,139734,2/11/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/2/2021,2/3/2021,Ipsos,B-,1005,a,.73936562,.05320063,57,34,55.667406,34.114095,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-02/2021_reuters_tracking_-_core_political_presidential_approval_tracker_02_04_2021_0.pdf,74345,139652,2/4/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/2/2021,2/3/2021,Emerson College,A-,1429,a,2.0664979,.19998366,49,39,50.522712,38.207579,"","",https://emersonpolling.reportablenews.com/pr/february-national-poll-america-giving-biden-a-chance-split-on-trump-impeachment,74348,139668,2/5/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/3/2021,2/5/2021,Morning Consult,B/C,15000,a,.09312524,.00656052,54,34,53.68393,35.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74368,139735,2/11/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/4/2021,2/6/2021,Morning Consult,B/C,15000,a,.09280272,.00838031,54,34,53.68393,35.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74369,139736,2/11/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/5/2021,2/7/2021,Morning Consult,B/C,15000,a,.09264338,.01020485,55,33,54.68393,34.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74372,139746,2/11/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/5/2021,2/8/2021,YouGov,B,2508,a,.87300846,.13117726,61,39,62.332552,38.69775,"","",https://www.cbsnews.com/news/covid-relief-opinion-poll/,74357,139683,2/9/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/6/2021,2/8/2021,Morning Consult,B/C,15000,a,.09247785,.01205459,55,33,54.68393,34.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74370,139738,2/11/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/6/2021,2/9/2021,YouGov,B,1500,a,.52678393,.09061259,50,37,51.332552,36.69775,"","",https://docs.cdn.yougov.com/rqqxdo2ujy/econTabReport.pdf,74360,139697,2/10/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/7/2021,2/9/2021,Morning Consult,B/C,15000,a,.0926193,.0139503,55,33,54.68393,34.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74371,139739,2/11/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/8/2021,2/10/2021,Morning Consult,B/C,15000,a,.09276156,.01591393,55,33,54.68393,34.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74389,139832,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/9/2021,2/11/2021,Morning Consult,B/C,15000,a,.09329032,.01796957,55,33,54.68393,34.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74390,139833,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/9/2021,2/10/2021,Ipsos,B-,1001,a,.67932047,.15074007,57,35,55.667406,35.114095,"","",https://www.ipsos.com/en-us/reutersipsos-core-political-survey-presidential-approval-tracker-02102021,74361,139719,2/10/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/3/2021,2/18/2021,Gallup,B,1021,a,1.2555413,.34876414,56,40,55.002389,38.813764,"","",https://news.gallup.com/poll/329948/biden-gets-high-marks-covid-response.aspx,74402,139858,2/22/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/7/2021,2/14/2021,Saint Leo University,C/D,1000,a,.5479127,.16103527,60.9,32.3,59.039825,33.757348,"","",https://polls.saintleo.edu/new-saint-leo-polling-survey-shows-six-out-of-10-americans-like-bidens-job-performance-so-far/,74408,139905,2/24/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/10/2021,2/12/2021,Morning Consult,B/C,15000,a,.09394469,.02012414,55,33,54.68393,34.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74391,139834,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/11/2021,2/13/2021,Morning Consult,B/C,15000,a,.09384318,.02239766,55,34,54.68393,35.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74392,139835,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/12/2021,2/14/2021,Morning Consult,B/C,15000,a,.09427154,.02481322,54,34,53.68393,35.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74393,139836,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/11/2021,2/14/2021,Quinnipiac University,B+,1056,a,1.4464966,.47500006,50,38,51.703222,37.650968,"","",https://poll.qu.edu/national/release-detail?ReleaseID=3692,74387,139830,2/17/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/12/2021,2/15/2021,Morning Consult,B/C,2200,a,.04189748,.01205506,56,34,55.68393,35.768636,"","",https://assets.morningconsult.com/wp-uploads/2021/02/24152659/210264_crosstabs_MC_TECH_SPACE_Adults_v1_AUTO.pdf,74415,139933,2/25/2021,09:55:05 26 Feb 2021
