president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joseph R. Biden Jr.,Adults,2/26/2021,2/13/2021,2/15/2021,Morning Consult,B/C,15000,a,.09522155,.02739785,54,34,53.68393,35.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74394,139837,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/13/2021,2/16/2021,YouGov,B,1500,a,.59234497,.21706553,54,37,55.332552,36.69775,"","",https://docs.cdn.yougov.com/3at75tb28w/econTabReport.pdf,74386,139811,2/17/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/14/2021,2/16/2021,Morning Consult,B/C,15000,a,.09707604,.03439244,54,34,53.68393,35.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74395,139838,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/15/2021,2/17/2021,Morning Consult,B/C,15000,a,.09952648,.04179713,54,35,53.68393,36.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74417,139936,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/16/2021,2/18/2021,Morning Consult,B/C,15000,a,.10261345,.04975358,54,35,53.68393,36.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74418,139937,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/17/2021,2/19/2021,Morning Consult,B/C,15000,a,.10651631,.05850311,54,35,53.68393,36.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74419,139938,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/17/2021,2/18/2021,Ipsos,B-,1005,a,.69689108,.39586633,56,36,54.667406,36.114095,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-02/2021_reuters_tracking_-_core_political_presidential_approval_tracker_02_18_2021.pdf,74396,139839,2/18/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/17/2021,2/20/2021,American Research Group,B,1100,a,1.4016035,.92285442,58,34,56.890026,34.697481,"","",https://americanresearchgroup.com/economy/,74401,139856,2/22/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/18/2021,2/20/2021,Morning Consult,B/C,15000,a,.11132058,.06825644,54,35,53.68393,36.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74420,139939,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/19/2021,2/21/2021,Morning Consult,B/C,15000,a,.11735455,.07943154,54,35,53.68393,36.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74421,139940,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/20/2021,2/22/2021,Morning Consult,B/C,15000,a,.1248572,.09244578,54,35,53.68393,36.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74422,139941,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/19/2021,2/22/2021,YouGov,B,1500,a,.66544103,.49930048,51,36,52.332552,35.69775,"","",https://docs.cdn.yougov.com/imdk8zumh5/econTabReport.pdf,74406,139868,2/23/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/20/2021,2/22/2021,YouGov,B,1556,a,.69028416,.51794103,50,38,51.332552,37.69775,"","",https://docs.cdn.yougov.com/b7tjs9k8au/20210222_yahoo_vaccine_tabs.pdf,74412,139909,2/24/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/21/2021,2/23/2021,Morning Consult,B/C,15000,a,.40278201,.32386249,54,35,53.68393,36.768636,"",T,https://morningconsult.com/form/global-leader-approval/,74423,139942,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Adults,2/26/2021,2/24/2021,2/25/2021,Ipsos,B-,1004,a,.80408033,.80408033,57,37,55.667406,37.114095,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-02/2021_reuters_tracking_-_core_political_presidential_approval_tracker_02_25_2021.pdf,74425,139944,2/25/2021,09:55:05 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/19/2021,1/21/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21221619,0,48,45,50.93619,39.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74247,139395,1/22/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/20/2021,1/21/2021,Morning Consult,B/C,1993,rv,.12730789,0,56,31,54.548204,32.045957,"","",https://assets.morningconsult.com/wp-uploads/2021/01/21155806/210166_crosstabs_MC_WASHINGTON_RVs_v2.pdf,74246,139394,1/22/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/20/2021,1/21/2021,Ipsos,B-,950,rv,1.1245959,0,57,32,56.538242,32.413806,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-01/2021_reuters_tracking_-_core_political_presidential_approval_tracker_01_22_2021.pdf,74248,139405,1/22/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/20/2021,1/22/2021,Morning Consult,B/C,9000,rv,.3832651,0,54,31,52.548204,32.045957,"",T,https://morningconsult.com/2021/02/03/biden-job-approval-executive-orders/,74273,139578,2/3/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/20/2021,1/24/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1087317,0,48,47,50.93619,41.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74249,139406,1/25/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/21/2021,1/22/2021,HarrisX,C,941,rv,.61842756,0,63,37,60.196069,35.853641,"","",https://thehill.com/hilltv/what-americas-thinking/535742-poll-president-bidens-first-approval-of-his-term-at-63-percent,74256,139422,1/25/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/21/2021,1/23/2021,RMG Research,B/C,1200,rv,.59901046,0,58,32,56.517356,33.295902,"","",https://justthenews.com/politics-policy/polling/poll-nearly-third-voters-disapprove-bidens-job-performance-so-far,74270,139489,1/28/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/22/2021,1/24/2021,Morning Consult,B/C,11444,rv,.66894835,0,56,34,54.548204,35.045957,"",T,https://morningconsult.com/2021/01/25/morning-consult-political-intelligence-biden-job-approval-polling/,74257,139423,1/25/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/21/2021,1/24/2021,Monmouth University,A+,736,rv,1.650902,0,54,31,54.231377,31.851506,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_012721.pdf/,74263,139457,1/27/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/21/2021,1/25/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.30404001,0,48,47,50.93619,41.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74259,139428,1/26/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/20/2021,1/26/2021,Echelon Insights,"",1006,rv,.80103326,0,55,33,55.733481,32.531396,"","",https://echeloninsights.com/in-the-news/january-omnibus-biden-administration/,74329,139616,2/3/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/22/2021,1/25/2021,Data for Progress,B-,1164,lv,1.2245486,0,57,36,56.23044,35.466807,"","",https://www.dataforprogress.org/blog/2021/1/28/fifty-seven-percent-of-voters-approve-of-biden-in-his-first-week-as-president,74271,139490,1/28/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/22/2021,1/25/2021,Morning Consult,B/C,1990,rv,.11772028,0,59,32,57.548204,33.045957,"","",https://assets.morningconsult.com/wp-uploads/2021/01/27081057/210182_crosstabs_POLITICO_RVs_v1_AUTO.pdf,74264,139461,1/27/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/24/2021,1/26/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1531474,.00116536,48,48,50.93619,42.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74261,139433,1/27/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/24/2021,1/26/2021,YouGov,B,1245,rv,.96724623,.00806849,52,36,53.195169,35.138051,"","",https://docs.cdn.yougov.com/ld46rgtdlz/econTabReport.pdf,74262,139435,1/27/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/25/2021,1/27/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1474185,.00224256,49,48,51.93619,42.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74268,139483,1/28/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/24/2021,1/27/2021,Marist College,A+,1153,rv,2.2051786,.04742319,50,36,51.324793,35.688469,"","",http://maristpoll.marist.edu/wp-content/uploads/2021/02/Marist-Poll_USA-NOS-and-Tables_202101281213-1.pdf#page=3,74320,139559,2/1/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/26/2021,1/28/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.14248689,.0032524,50,45,52.93619,39.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74290,139515,1/29/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/27/2021,1/29/2021,IBD/TIPP,A/B,1002,rv,1.7723011,.076228,58,29,56.801977,31.047571,"","",https://www.investors.com/politics/joe-biden-job-approval-enjoys-honeymoon-vs-donald-trump-ibd-tipp-poll/,74321,139561,2/1/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/28/2021,1/29/2021,HarrisX,C,945,rv,.52581625,.0185212,61,39,58.196069,37.853641,"","",https://thehill.com/hilltv/what-americas-thinking/536809-poll-biden-approval-dips-to-61-percent,74322,139562,2/1/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/27/2021,1/31/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.08141041,.00307018,49,46,51.93619,40.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74293,139520,2/1/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/28/2021,1/30/2021,RMG Research,B/C,1200,rv,.49189831,.0199134,58,35,56.517356,36.295902,"","",https://scottrasmussen.com/biden-job-approval-60/,74355,139680,2/9/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/29/2021,1/29/2021,John Zogby Strategies/EMI Research Solutions,"",841,lv,.7843669,.04217026,56.1,36.4,55.499218,36.296925,"","",https://johnzogbystrategies.com/wp-content/uploads/2021/02/Crosstabs-Voters-012921.pdf,74326,139569,2/2/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/28/2021,2/1/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.23850182,.01077195,51,45,53.93619,39.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74325,139568,2/2/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/27/2021,2/1/2021,Global Strategy Group/GBAO (Navigator Research),"",1005,rv,.71315277,.03956994,53,39,52.979703,38.603865,"","",https://navigatorresearch.org/wp-content/uploads/2021/02/Navigator-Topline-02.02.21.pdf,74324,139564,2/2/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/28/2021,2/1/2021,Quinnipiac University,B+,,rv,1.401384,.08355135,50,36,51.332367,36.172955,"","",https://poll.qu.edu/national/release-detail?ReleaseID=3688,74334,139850,2/19/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/30/2021,2/1/2021,Morning Consult,B/C,9000,rv,.61583799,.03472421,56,37,54.548204,38.045957,"",T,https://morningconsult.com/2021/02/03/biden-job-approval-executive-orders/,74331,139577,2/3/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/29/2021,2/1/2021,Morning Consult,B/C,1986,rv,.13589492,.00766248,58,35,56.548204,36.045957,"","",https://assets.morningconsult.com/wp-uploads/2021/02/03074817/2101110_crosstabs_POLITICO_RVs_v1.pdf,74330,139576,2/3/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/31/2021,2/2/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12950934,.00767702,51,47,53.93619,41.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74333,139595,2/3/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,1/31/2021,2/2/2021,YouGov,B,1272,rv,.8276025,.05588844,50,40,51.195169,39.138051,"","",https://docs.cdn.yougov.com/460mactkmh/econTabReport.pdf,74332,139594,2/3/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/1/2021,2/3/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12879066,.00850162,52,46,54.93619,40.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74338,139642,2/4/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/2/2021,2/4/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12808148,.00932844,49,48,51.93619,42.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74347,139654,2/5/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/3/2021,2/7/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07582564,.00862945,50,47,52.93619,41.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74349,139669,2/8/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/4/2021,2/6/2021,RMG Research,B/C,1200,rv,.47083197,.05836315,60,32,58.517356,33.295902,"","",https://scottrasmussen.com/biden-job-approval-60/,74354,139679,2/9/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/4/2021,2/8/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.22500189,.0303053,51,46,53.93619,40.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74352,139675,2/9/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/5/2021,2/7/2021,Morning Consult,B/C,1986,rv,.21799278,.0243987,59,35,57.548204,36.045957,"","",https://assets.morningconsult.com/wp-uploads/2021/02/11080445/210227_crosstabs_POLITICO_RVs_v1_AUTO.pdf,74351,139673,2/8/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/7/2021,2/9/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12446401,.02186976,51,47,53.93619,41.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74359,139696,2/10/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/6/2021,2/9/2021,YouGov,B,1306,rv,.81470162,.16053711,53,40,54.195169,39.138051,"","",https://docs.cdn.yougov.com/rqqxdo2ujy/econTabReport.pdf,74360,139698,2/10/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/8/2021,2/9/2021,HarrisX,C,938,rv,.36446883,.07964238,60,40,57.196069,38.853641,"","",https://thehill.com/hilltv/what-americas-thinking/538612-what-americas-thinking-february-12-2021,74374,139761,2/12/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/8/2021,2/10/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12495871,.02445383,50,47,52.93619,41.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74362,139720,2/11/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/9/2021,2/11/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12550233,.02714902,52,45,54.93619,39.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74373,139760,2/12/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/10/2021,2/14/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07597504,.01968684,53,43,55.93619,37.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74379,139766,2/15/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/11/2021,2/13/2021,RMG Research,B/C,1200,rv,.49189831,.14103387,57,35,55.517356,36.295902,"","",https://scottrasmussen.com/biden-job-approval-rating-at-56/,74411,139908,2/24/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/11/2021,2/15/2021,Global Strategy Group/GBAO (Navigator Research),"",1067,rv,.73809772,.25143631,56,38,55.979703,37.603865,"","",https://navigatorresearch.org/wp-content/uploads/2021/02/Navigator-Toplines-02.16.2021.pdf,74383,139794,2/17/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/11/2021,2/15/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.22785463,.06439334,53,44,55.93619,38.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74381,139772,2/16/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/11/2021,2/14/2021,Quinnipiac University,B+,,rv,1.401384,.49728102,52,38,53.332367,38.172955,"","",https://poll.qu.edu/national/release-detail?ReleaseID=3692,74387,139849,2/19/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/12/2021,2/15/2021,HarrisX,C,2835,rv,.96153827,.3833286,59,41,56.196069,39.853641,"","",https://thehill.com/hilltv/what-americas-thinking/539464-what-americas-thinking-february-19-2021,74398,139853,2/19/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/12/2021,2/15/2021,Morning Consult,B/C,1987,rv,.33930668,.10592856,56,38,54.548204,39.045957,"","",https://www.politico.com/f/?id=00000177-abaf-d644-a377-efbf5b3e0000,74384,139795,2/17/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/14/2021,2/15/2021,Morning Consult,B/C,1984,rv,.34685325,.13413499,62,33,60.548204,34.045957,"","",https://www.politico.com/f/?id=00000177-a857-d644-a377-eedf501c0000,74380,139771,2/16/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/13/2021,2/16/2021,YouGov,B,1259,rv,.81429908,.36228993,55,40,56.195169,39.138051,"","",https://docs.cdn.yougov.com/3at75tb28w/econTabReport.pdf,74386,139812,2/17/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/14/2021,2/16/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1263498,.05312894,50,47,52.93619,41.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74385,139810,2/17/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/12/2021,2/18/2021,Echelon Insights,"",1005,rv,.80068767,.38168333,51,42,51.733481,41.531396,"","",https://echeloninsights.com/in-the-news/february-omnibus-political-update/,74400,139859,2/22/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/15/2021,2/17/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12728909,.06201447,50,48,52.93619,42.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74388,139831,2/18/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/16/2021,2/18/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12919941,.07139109,49,49,51.93619,43.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74397,139840,2/19/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/17/2021,2/21/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.08035432,.05483999,50,49,52.93619,43.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74399,139854,2/22/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/17/2021,2/20/2021,American Research Group,B,990,rv,1.3200531,.94430831,59,34,57.765965,35.395493,"","",https://americanresearchgroup.com/economy/,74401,139857,2/22/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/18/2021,2/20/2021,RMG Research,B/C,1200,rv,.59901046,.41213284,56,37,54.517356,38.295902,"","",https://scottrasmussen.com/biden-job-approval-rating-at-56/,74410,139907,2/24/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/18/2021,2/22/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.24607294,.18378299,50,48,52.93619,42.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74403,139864,2/23/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/19/2021,2/22/2021,Morning Consult,B/C,2013,rv,.52472876,.42175685,58,36,56.548204,37.045957,"","",https://assets.morningconsult.com/wp-uploads/2021/02/24092632/2102103_crosstabs_POLITICO_RVs_v1_AUTO.pdf,74413,139910,2/24/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/19/2021,2/22/2021,YouGov,B,1201,rv,.91055859,.74211791,51,40,52.195169,39.138051,"","",https://docs.cdn.yougov.com/imdk8zumh5/econTabReport.pdf,74406,139869,2/23/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/21/2021,2/23/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.14607866,.12762456,49,49,51.93619,43.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74409,139906,2/24/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/22/2021,2/24/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.15252845,.1428821,50,48,52.93619,42.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74416,139935,2/25/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/23/2021,2/24/2021,HarrisX,C,949,rv,.54665979,.54665979,59,41,56.196069,39.853641,"","",https://thehill.com/hilltv/what-americas-thinking/540569-what-americas-thinking-february-25-2021,74424,139943,2/25/2021,09:55:06 26 Feb 2021
Joseph R. Biden Jr.,Voters,2/26/2021,2/23/2021,2/25/2021,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.48249681,.48249681,49,49,51.93619,43.01562,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74426,139951,2/26/2021,09:55:06 26 Feb 2021
